Signal 1:
Value:             FFT:             FFT_abs: 

1.91742             1             1

1.83952             1             1

1.94113             1.00003             1.00003

1.84823             1.00002             1.00002

2.20694             0.999998             0.999998

1.84911             0.999998             0.999998

1.96213             1             1

1.94386             0.999999             0.999999

2.11519             0.999998             0.999998

2.17094             0.999997             0.999997

1.90082             1             1

2.25399             1.00001             1.00001

2.06591             1             1

2.11079             0.999981             0.999981

2.25005             1             1

2.09559             0.999998             0.999998

1.89389             0.999999             0.999999

1.90395             1             1

2.01424             1             1

1.9371             1             1

1.95159             1             1

1.89529             0.999999             0.999999

1.9886             1             1

2.23491             1             1

1.82981             1             1

2.05361             1             1

2.02461             1             1

1.80757             1             1

2.14201             1             1

2.27173             1             1

1.82342             1             1

2.13163             0.999999             0.999999

1.89267             1             1

1.92734             1             1

2.13066             0.999997             0.999997

2.00023             1             1

2.12861             1             1

1.97737             0.999997             0.999997

2.10848             1             1

1.97966             0.999998             0.999998

1.77671             1             1

1.82305             1             1

2.15407             1.00001             1.00001

2.0918             1.00001             1.00001

2.10463             1.00003             1.00003

2.02454             1.00003             1.00003

2.13148             0.999988             0.999988

2.089             0.999992             0.999992

2.1207             1             1

1.91296             1             1

2.16676             0.999997             0.999997

1.75481             1             1

2.08518             1             1

1.88556             1             1

2.20167             1             1

2.09335             -nan(ind)             -nan(ind)

2.10514             1             1

2.19775             1             1

2.09813             1             1

1.77623             1             1

1.92013             0.999999             0.999999

1.96467             1             1

2.00581             1             1

2.20068             1             1

1.88207             0.999999             0.999999

1.93965             0.999999             0.999999

1.91537             0.999999             0.999999

1.74677             0.999999             0.999999

1.91827             1             1

1.86559             1             1

1.80672             1             1

2.10886             1             1

1.88451             1             1

2.02184             1             1

2.03025             1             1

1.94072             1             1

2.00963             1             1

1.89601             1             1

1.96238             0.999999             0.999999

2.1529             0.999999             0.999999

1.9781             0.999998             0.999998

2.24984             0.999999             0.999999

2.09019             0.999999             0.999999

2.27923             1             1

2.21397             1             1

1.74024             1.00001             1.00001

1.81166             0.999988             0.999988

1.9047             1.00003             1.00003

2.07887             1.00001             1.00001

1.8904             0.999997             0.999997

1.99244             0.999999             0.999999

2.067             1             1

1.91036             1             1

1.94121             0.999996             0.999996

2.23609             1             1

1.78084             1.00001             1.00001

2.13571             1             1

1.87554             1.00001             1.00001

2.07905             1             1

1.74112             0.999996             0.999996

2.01565             1             1

1.91899             1             1

2.18932             0.999999             0.999999

1.84029             0.999999             0.999999

1.93685             1             1

2.23114             1             1

2.1314             1             1

2.09059             1             1

2.26532             0.999999             0.999999

1.75124             0.999999             0.999999

1.88692             1             1

1.97207             1             1

1.7587             1             1

1.88619             1             1

1.97122             1             1

2.21715             1             1

1.95304             1             1

1.84043             1             1

2.20694             0.999999             0.999999

2.18383             1             1

1.83254             1             1

1.78323             1             1

2.08357             1             1

2.03105             0.999999             0.999999

1.95229             1             1

2.19759             1             1

1.80264             1             1

1.97335             0.999999             0.999999

2.11377             1             1

1.94197             1.0001             1.0001

1.96484             1             1

2.09611             1             1

2.08879             0.999998             0.999998

1.75555             0.999994             0.999994

2.23108             1             1

1.8786             1             1

1.98327             1             1

2.20691             0.999991             0.999991

2.20172             0.999999             0.999999

2.04273             0.999955             0.999955

1.87158             0.999999             0.999999

1.93864             1             1

1.86264             1             1

2.09096             1             1

2.2813             1             1

2.07005             1             1

2.16727             1             1

1.89215             0.999999             0.999999

1.82399             1             1

2.01264             1             1

2.13494             1             1

1.99825             1             1

1.9842             1             1

2.04206             1             1

2.11472             1             1

1.96021             0.999999             0.999999

1.91102             1             1

1.91429             0.999999             0.999999

1.89781             1             1

1.9262             1             1

1.88657             1             1

2.16533             1             1

2.15161             1             1

1.96173             1             1

1.81071             1             1

1.75932             0.999998             0.999998

1.88886             1             1

1.74391             1             1

2.08377             0.999999             0.999999

1.78357             0.999995             0.999995

1.98257             1             1

2.12097             1.00001             1.00001

2.14011             1             1

1.93515             0.999999             0.999999

1.8404             1             1

2.20692             1             1

1.98559             1             1

1.81498             1             1

1.82084             1             1

2.01091             0.999997             0.999997

2.02763             1.00001             1.00001

2.08884             0.999996             0.999996

1.95491             1             1

1.90282             1             1

1.84301             1             1

1.74102             1             1

2.05051             1             1

1.78025             0.999999             0.999999

2.04757             1             1

2.13143             1             1

2.32107             1             1

1.92024             0.999999             0.999999

2.09244             1             1

2.12303             1             1

2.17259             1             1

2.0265             1             1

1.80261             1             1

2.13842             1             1

1.92582             1             1

1.90196             0.999999             0.999999

2.09214             1             1

1.94769             1             1

2.05835             1             1

1.82775             0.999999             0.999999

1.90296             1             1

1.92473             1             1

1.79901             1             1

2.00978             0.999999             0.999999

2.20863             1             1

2.09662             1             1

1.89881             1             1

2.09896             1.00001             1.00001

2.06309             0.999997             0.999997

2.05711             0.999989             0.999989

1.85432             0.999993             0.999993

1.98065             1             1

2.01217             1             1

2.00241             1             1

1.86405             1             1

2.15191             0.999998             0.999998

2.23083             1             1

2.03993             1.00001             1.00001

1.93072             0.999975             0.999975

2.07784             0.999998             0.999998

2.00417             0.999999             0.999999

2.0436             0.999998             0.999998

2.20397             1             1

1.81181             1             1

2.13787             1             1

2.13448             1             1

1.90029             1             1

1.91867             1             1

1.86766             1             1

1.94359             1             1

1.79832             1             1

2.06137             1             1

2.25767             1             1

2.12356             1             1

2.28289             1             1

2.03899             1             1

2.13942             1             1

2.16345             1             1

2.16059             1             1

2.04203             1             1

1.79667             1             1

1.93148             1             1

1.95523             1             1

1.9544             0.999999             0.999999

1.81212             1             1

1.91405             1             1

2.0823             1             1

2.23873             1             1

2.08691             1             1

1.86909             1             1

1.98118             1             1

1.90416             0.999993             0.999993

2.09211             0.999997             0.999997

1.76352             0.999994             0.999994

1.97998             0.999999             0.999999

1.80886             0.999998             0.999998

2.08798             0.999999             0.999999

2.14164             1             1

1.97636             1             1

2.06914             0.999999             0.999999

1.87427             1.00027             1.00027

1.95901             1             1

1.9112             1             1

2.15666             1             1

1.80901             1             1

1.92266             0.999999             0.999999

2.01987             1             1

1.80091             1             1

2.07062             1             1

1.9949             1             1

1.96117             1             1

1.96147             1             1

2.03546             1             1

1.9209             1             1

1.84539             1             1

2.13617             1             1

1.84749             1             1

2.26339             1             1

1.89991             1             1

2.09184             0.999999             0.999999

2.10294             1             1

2.21541             1             1

2.21523             1             1

1.90739             1             1

1.80037             1             1

2.02089             1             1

1.90371             1             1

2.12508             0.999999             0.999999

2.11482             1             1

1.96068             1             1

1.9087             1             1

2.08634             1             1

1.96262             0.999996             0.999996

1.81589             1.00001             1.00001

1.99596             0.999973             0.999973

1.802             1             1

2.03343             1.00001             1.00001

1.94395             0.999995             0.999995

2.03087             0.999999             0.999999

1.96651             1.00001             1.00001

2.05877             1             1

1.83262             0.99999             0.99999

1.881             1             1

1.96586             0.99999             0.99999

2.09254             0.999999             0.999999

2.03323             0.999998             0.999998

2.05904             1             1

2.00606             1             1

1.99959             1             1

2.01068             0.999998             0.999998

2.05583             1             1

2.08075             0.999999             0.999999

1.93308             1             1

2.07149             1             1

2.14293             1             1

1.99166             1             1

1.97524             1             1

1.89054             0.999999             0.999999

1.90337             1             1

2.08756             1             1

1.86723             1             1

2.015             1             1

1.86888             1             1

2.28715             0.999999             0.999999

1.81773             1             1

2.11047             1             1

1.82203             1             1

2.09583             1             1

2.2396             1             1

1.99903             1             1

1.84916             1             1

1.89142             1             1

2.16758             1             1

2.0361             0.999999             0.999999

2.27251             0.999999             0.999999

1.96078             0.999981             0.999981

1.9999             0.999721             0.999721

1.88716             0.999991             0.999991

1.97534             1             1

2.11735             1             1

1.93974             1             1

2.02989             0.999998             0.999998

2.11375             0.999999             0.999999

2.08692             0.999999             0.999999

2.03342             0.999998             0.999998

1.87828             0.999996             0.999996

2.18159             1             1

2.08244             0.999998             0.999998

2.1108             1             1

2.16623             0.999999             0.999999

2.14491             1             1

2.20231             1             1

1.99537             1             1

2.11073             1             1

1.98142             1             1

1.91061             1             1

2.27651             1             1

2.26956             1             1

2.11174             1             1

1.97457             1             1

2.00595             1             1

2.10302             1             1

2.24069             1             1

2.06509             0.999999             0.999999

2.03039             1             1

2.05881             1             1

1.85849             1             1

1.86816             0.999999             0.999999

2.25273             1             1

1.87526             1             1

1.94574             1             1

2.14339             0.999999             0.999999

1.91847             1             1

1.91165             1             1

2.25732             1             1

2.23278             0.999995             0.999995

1.87389             1             1

2.23657             0.999998             0.999998

1.84942             1.00001             1.00001

2.29395             1.00001             1.00001

2.25745             0.999999             0.999999

2.03475             0.999976             0.999976

2.1919             1             1

2.1652             0.999991             0.999991

1.98005             1             1

2.04766             1.00008             1.00008

2.03932             1             1

1.94494             1             1

2.17885             1             1

2.27462             0.999999             0.999999

2.04606             1             1

2.15287             1             1

1.86097             1             1

2.04335             0.999996             0.999996

1.92995             1             1

1.99536             1             1

2.13562             1             1

2.09858             0.999998             0.999998

1.83518             1             1

1.96893             1             1

2.25495             1             1

2.01426             0.999998             0.999998

1.93572             1             1

1.81209             1             1

1.80291             1             1

1.85543             0.999998             0.999998

1.97904             1             1

1.80448             1             1

2.09656             1             1

1.91659             1             1

2.12473             1             1

2.07303             1             1

2.24546             1             1

2.14594             0.999998             0.999998

1.9859             1             1

2.31766             1             1

2.07391             1             1

2.04688             1             1

2.21314             1             1

2.0676             0.999989             0.999989

2.01145             0.999989             0.999989

1.92888             0.999994             0.999994

1.98355             0.999999             0.999999

1.90427             0.999989             0.999989

2.24227             1             1

2.05423             0.999963             0.999963

2.12542             0.999998             0.999998

1.99774             1.00005             1.00005

1.93141             0.999991             0.999991

2.15984             1.00001             1.00001

2.15819             1             1

1.99764             0.999999             0.999999

1.87577             1             1

1.92068             1             1

2.09938             1             1

1.8259             0.999999             0.999999

2.22701             1             1

2.06169             1             1

1.90817             1             1

2.10873             1             1

1.97282             1             1

2.19623             0.999999             0.999999

1.9577             1             1

1.99644             1             1

1.939             1             1

1.86253             0.999999             0.999999

1.91754             1             1

2.0929             0.999999             0.999999

1.92659             1             1

2.11799             0.999999             0.999999

2.20983             1             1

1.9925             1             1

2.03752             1             1

1.88746             0.999999             0.999999

1.88667             1             1

1.95981             0.999999             0.999999

1.9731             1             1

2.13023             0.999999             0.999999

1.76816             1             1

1.79566             1             1

1.87369             1             1

1.85206             1             1

1.78832             1             1

1.86276             1.00012             1.00012

1.82123             1             1

1.99424             0.999986             0.999986

2.20107             1             1

2.08177             0.999998             0.999998

2.0532             1             1

1.96149             1.00017             1.00017

1.78902             1             1

2.08591             0.999986             0.999986

1.95962             1             1

1.82719             1             1

1.92542             1             1

1.95927             1             1

2.24823             1             1

2.23155             1             1

1.92079             1             1

2.08485             1             1

2.00339             1             1

2.05248             0.999999             0.999999

1.8298             1             1

2.02935             1             1

1.91477             1             1

1.93474             1             1

2.11364             1             1

2.0292             1             1

2.16875             1             1

2.08257             0.999999             0.999999

2.20141             1             1

2.27366             1             1

1.83367             1             1

2.1884             0.999999             0.999999

2.05389             1             1

1.85984             1             1

1.90321             1             1

2.27496             1             1

2.1792             1             1

1.91284             1             1

1.96899             1             1

2.16968             0.999994             0.999994

1.93952             1             1

1.83992             1             1

2.11771             1.00001             1.00001

1.85306             0.99958             0.99958

1.96485             1.00001             1.00001

1.86578             0.999993             0.999993

2.16958             0.999999             0.999999

2.02343             1.00001             1.00001

1.96579             0.999997             0.999997

1.96645             1.00002             1.00002

1.96638             1             1

1.88249             1.00001             1.00001

2.00911             0.999999             0.999999

1.88754             1             1

2.0871             1             1

2.30696             1             1

2.00501             1             1

2.02499             0.999999             0.999999

2.05176             1             1

1.92355             1             1

1.98082             1             1

1.9188             1             1

2.05036             1             1

1.9622             1             1

2.16166             1             1

2.10716             0.999999             0.999999

1.999             1             1

2.10669             1             1

2.22304             1             1

1.83011             1             1

2.01741             1             1

2.2797             1             1

2.17584             1             1

2.05161             1             1

1.90548             1             1

1.86679             1             1

1.86344             1             1

2.2325             1             1

1.80932             1             1

2.08969             1             1

1.8279             0.999998             0.999998

1.86299             1             1

1.87955             1             1

1.99341             1             1

1.93209             1.00001             1.00001

2.07393             0.999787             0.999787

2.24078             1.00001             1.00001

2.14321             1             1

1.94549             1.00001             1.00001

2.04918             1             1

1.89666             0.999939             0.999939

2.06247             1.00003             1.00003

2.10115             1             1

2.09577             0.999998             0.999998

2.00024             1             1

1.8155             1             1

2.25559             1             1

2.10856             1             1

2.18305             1             1

1.94247             1             1

2.05606             1             1

1.91522             1             1

2.06151             1             1

1.87345             0.999999             0.999999

2.22283             1             1

1.86473             0.999999             0.999999

2.17955             1             1

2.07248             0.999999             0.999999

1.94458             1             1

2.14643             1             1

2.19208             1             1

1.82548             1             1

1.82405             1             1

2.27683             1             1

1.98403             1             1

2.01736             1             1

1.94797             1             1

1.90459             1             1

2.19274             0.999999             0.999999

2.11033             1             1

1.88781             1             1

1.82629             1             1

2.16454             1             1

1.91173             0.999994             0.999994

1.901             0.999999             0.999999

1.88017             1             1

2.14292             1             1

1.92222             0.999936             0.999936

2.05355             1.00004             1.00004

2.19988             0.999999             0.999999

1.89198             1             1

2.21334             0.999975             0.999975

2.07314             1.00005             1.00005

2.10258             1             1

1.95638             1             1

1.80914             0.999997             0.999997

2.02498             1             1

2.16699             1             1

1.99119             1             1

1.90394             1             1

1.8027             1             1

2.12908             1             1

2.20106             1             1

2.23313             1             1

2.14463             1             1

2.08271             1             1

1.95791             1             1

1.95568             0.999999             0.999999

2.00844             1             1

1.87751             1             1

1.8398             1             1

2.00181             1             1

1.97789             1             1

1.83259             1             1

1.9016             1             1

1.86866             1             1

1.93984             1             1

1.99162             1             1

1.93037             1             1

1.9168             0.999999             0.999999

1.78495             1             1

1.83832             1             1

1.98434             1             1

1.87509             1             1

2.23915             1             1

2.31591             1             1

1.96179             1             1

2.06803             0.999997             0.999997

1.80161             0.999996             0.999996

2.06494             1             1

2.23763             1.00001             1.00001

1.94186             0.999972             0.999972

1.95786             1             1

1.89435             1.00001             1.00001

1.87307             1.00003             1.00003

1.91319             0.999973             0.999973

2.14502             0.999998             0.999998

1.83873             1.00001             1.00001

2.05024             1             1

2.22832             1             1

1.8919             1             1

1.90991             0.999999             0.999999

1.8294             1             1

2.03538             1             1

1.80104             1             1

1.99818             1             1

1.97664             1             1

1.76843             1             1

1.97377             1             1

2.15461             0.999999             0.999999

2.0181             1             1

2.20904             1             1

2.15692             1             1

1.96565             1             1

2.14328             1             1

2.17788             1             1

1.86889             1             1

2.20643             1             1

1.76085             1             1

2.07093             1             1

1.85329             1             1

1.88015             0.999999             0.999999

1.91253             1             1

2.0178             1             1

2.0062             1             1

1.95344             1             1

2.08848             1             1

2.08994             0.999999             0.999999

2.1852             1             1

1.83579             0.999992             0.999992

1.93083             1             1

1.81404             1.00005             1.00005

2.13781             1.00003             1.00003

2.10649             1.00002             1.00002

1.99875             1.00001             1.00001

2.01608             0.999957             0.999957

1.88568             1.0002             1.0002

2.04034             0.999977             0.999977

1.86324             0.999997             0.999997

1.78975             1             1

1.78721             1             1

2.03545             0.999993             0.999993

2.07657             1             1

1.97703             1             1

2.13324             1             1

2.105             0.999999             0.999999

2.21218             1             1

2.10342             1             1

2.15626             1             1

2.12031             1             1

1.77025             1             1

1.83776             1             1

2.16333             1             1

2.12288             1             1

2.13069             1             1

1.93321             1             1

1.90098             1             1

2.00908             0.999998             0.999998

1.89994             1             1

1.97034             1             1

2.00595             1             1

2.18185             1             1

2.25989             1             1

1.7596             1             1

1.89649             1             1

1.97396             1             1

2.2674             1             1

2.16882             0.999999             0.999999

2.00349             1             1

1.86432             1             1

2.18653             1             1

2.1399             0.999996             0.999996

1.89716             1             1

1.985             1.00001             1.00001

1.95803             1             1

1.87679             0.999987             0.999987

1.89834             1             1

2.13596             1.00001             1.00001

2.03182             0.999975             0.999975

1.89228             0.999982             0.999982

1.84961             0.999997             0.999997

1.77758             1.00001             1.00001

1.8534             1             1

1.94532             0.999999             0.999999

2.30659             1             1

2.09727             0.999998             0.999998

1.93074             1             1

1.89874             1             1

1.7947             1             1

1.79366             1             1

2.18218             1             1

2.17159             1             1

1.99336             1             1

1.97441             0.999999             0.999999

2.27685             1             1

2.23881             1             1

2.16876             1             1

2.03569             1             1

2.22331             1             1

1.86437             0.999999             0.999999

1.92723             1             1

1.96404             0.999999             0.999999

2.02115             1             1

1.86161             1             1

2.08428             1             1

2.098             1             1

1.92774             1             1

1.87959             0.999999             0.999999

1.99518             1             1

2.19649             1             1

1.90109             1             1

1.74483             1             1

2.11175             1             1

2.05755             1             1

2.09873             0.999999             0.999999

2.02953             0.999996             0.999996

2.18989             0.999975             0.999975

2.11659             1.00012             1.00012

1.79426             1             1

1.92288             0.99995             0.99995

1.83142             1             1

1.96056             0.999988             0.999988

1.94635             0.999999             0.999999

1.88344             1             1

1.89867             1             1

1.76688             1             1

1.84298             1             1

2.06386             1             1

2.06407             1             1

1.80464             1             1

2.16583             1             1

1.93077             1             1

1.81163             1             1

2.06797             1             1

2.03814             1             1

1.92772             1             1

2.11542             1             1

2.08281             0.999999             0.999999

1.84921             1             1

2.00081             1             1

1.80673             1             1

2.16454             1             1

1.85453             1             1

1.837             1             1

1.9011             1             1

2.10236             0.999999             0.999999

1.95265             1             1

2.09991             0.999999             0.999999

2.01819             1             1

1.87657             1             1

1.93262             1             1

2.00566             0.999999             0.999999

1.97586             1             1

1.87487             1             1

2.11245             1             1

1.93342             1             1

2.07571             1             1

2.22086             1             1

1.83062             1             1

2.07851             0.999988             0.999988

1.97243             1.00001             1.00001

1.95258             0.999886             0.999886

2.15177             0.999972             0.999972

2.19714             1             1

2.20048             1             1

1.87653             1.00001             1.00001

2.08946             1             1

2.18911             1             1

1.93807             1             1

2.04634             1             1

2.15577             1             1

2.06777             1             1

2.0405             1             1

1.96335             0.999997             0.999997

2.14677             1             1

2.21559             1             1

1.96923             1             1

2.00263             0.999999             0.999999

2.30254             1             1

2.14823             1             1

1.76954             1             1

1.90593             0.999998             0.999998

2.26248             1             1

2.18615             1             1

1.82644             1             1

1.82481             0.999999             0.999999

1.89757             1             1

2.12041             1             1

1.88711             1             1

1.84306             0.999999             0.999999

1.89421             1             1

2.07325             1             1

2.05054             1             1

2.24754             0.999996             0.999996

1.83343             0.999999             0.999999

1.84553             1             1

2.05132             1             1

2.09508             0.999995             0.999995

2.03018             0.999999             0.999999

2.01028             0.999972             0.999972

1.92396             1.00001             1.00001

2.10624             1.00038             1.00038

2.14125             1.00001             1.00001

1.88498             0.999593             0.999593

1.89988             1             1

1.91685             1.00001             1.00001

2.04958             0.999999             0.999999

1.86865             1             1

1.89731             1             1

2.07904             0.999995             0.999995

1.92654             1             1

1.9936             1             1

1.93253             1             1

1.89595             1             1

2.19428             1             1

1.83001             0.999999             0.999999

2.08562             1             1

1.91192             0.999998             0.999998

1.78958             1             1

2.05436             1             1

1.88791             1             1

1.97554             1             1

1.90104             1             1

2.0518             1             1

1.86496             1             1

2.12603             0.999999             0.999999

1.86674             1             1

1.88815             1             1

1.94306             1             1

1.84903             1             1

1.92586             1             1

2.0336             0.999998             0.999998

2.01608             1             1

1.77987             0.999999             0.999999

2.24923             1             1

1.85452             1             1

1.93482             1             1

1.91872             1.00001             1.00001

2.24133             1             1

2.01206             0.999989             0.999989

2.01624             0.999998             0.999998

2.02292             0.999998             0.999998

1.78485             1             1

2.0492             1.002             1.002

1.93166             1.00001             1.00001

1.96854             1.00124             1.00124

1.80772             0.999998             0.999998

1.78357             0.999979             0.999979

1.94774             1             1

2.06294             1.00001             1.00001

2.00356             0.999999             0.999999

1.95158             1             1

2.0386             1             1

1.74285             1             1

1.90808             1             1

1.83399             0.999999             0.999999

2.15289             1             1

1.94827             1             1

1.91873             1             1

1.94847             0.999999             0.999999

1.83976             1             1

1.83542             1             1

2.25551             1             1

2.05572             1             1

2.19693             1             1

2.12962             1             1

1.90741             1             1

2.19234             0.999999             0.999999

2.10808             1             1

2.07458             1             1

1.92152             1             1

2.06971             1             1

2.10975             1             1

1.77993             1             1

2.05013             1             1

2.13173             0.999999             0.999999

2.09793             1             1

2.0302             1             1

2.16654             1             1

1.82826             0.999999             0.999999

2.17863             0.999999             0.999999

2.18123             1             1

2.04848             1             1

1.83057             0.999995             0.999995

2.11425             1.00002             1.00002

1.97509             0.999437             0.999437

2.16844             1.00007             1.00007

2.22599             0.999974             0.999974

1.88453             1             1

2.02168             1             1

2.04452             0.999998             0.999998

2.02881             0.999997             0.999997

1.87             1             1

1.94442             0.999998             0.999998

2.00688             1             1

1.89706             1             1

1.99384             1             1

2.12135             1             1

2.02912             1             1

1.87982             1             1

1.95451             1             1

1.91183             0.999999             0.999999

1.81643             1             1

1.84045             1             1

1.92227             1             1

1.80764             1             1

2.0414             1             1

2.0187             1             1

1.99284             1             1

1.99234             0.999999             0.999999

2.11713             1             1

1.79621             0.999999             0.999999

1.90365             1             1

1.96029             1             1

1.96261             1             1

1.86858             1             1

1.85337             1             1

2.0589             1             1

2.14832             0.999999             0.999999

1.82353             0.999996             0.999996

1.81899             1             1

1.84919             1.00001             1.00001

1.91331             0.999998             0.999998

2.15551             0.999994             0.999994

2.01616             0.999998             0.999998

1.92138             1.00001             1.00001

1.91861             0.999996             0.999996

2.1424             0.99998             0.99998

2.204             0.999908             0.999908

2.24469             1.00023             1.00023

1.86137             1.00001             1.00001

2.17843             0.999986             0.999986

2.06846             1             1

2.12762             0.999999             0.999999

1.75683             1             1

1.92847             1             1

1.82876             0.999998             0.999998

2.03508             1             1

1.80952             1             1

1.76802             0.999999             0.999999

2.19549             1             1

1.95945             1             1

1.93627             1             1

2.07632             1             1

1.90455             1             1

2.13608             1             1

1.81649             1             1

1.89371             1             1

2.01157             1             1

2.07791             1             1

2.08922             1             1

1.85376             1             1

2.11632             1             1

1.9268             1             1

1.96973             1             1

1.90307             1             1

1.84882             0.999999             0.999999

1.86624             1             1

2.01116             1             1

1.82602             1             1

1.94506             1             1

2.1895             1             1

2.25275             1             1

2.03804             1             1

1.79916             1             1

1.83254             0.999998             0.999998

2.18799             1             1

2.1443             1             1

1.95625             0.999979             0.999979

1.80443             1.00002             1.00002

1.97714             1             1

1.92985             1.00004             1.00004

2.02003             0.999993             0.999993

1.85179             0.999994             0.999994

1.87954             0.999997             0.999997

1.89465             1             1

1.76255             0.999997             0.999997

1.80667             0.999998             0.999998

2.03606             1             1

1.92049             1             1

2.18296             1             1

1.76361             1             1

2.07655             1             1

2.11262             1             1

1.93436             1             1

1.98054             1             1

2.08683             0.999999             0.999999

2.09917             1             1

1.88774             1             1

2.29128             1             1

2.16125             1             1

1.93475             1             1

2.00807             1             1

2.08456             1             1

1.84346             1             1

2.11855             0.999999             0.999999

2.07018             1             1

2.12507             1             1

2.17963             1             1

2.10239             1             1

2.1071             0.999999             0.999999

1.96914             0.999996             0.999996

1.8468             1             1

2.16097             1             1

1.87504             0.999996             0.999996

1.95565             1             1

1.80855             1             1

1.86781             1             1

1.96871             1             1

2.06099             0.999988             0.999988

2.12815             0.999986             0.999986

1.94722             0.999973             0.999973

1.88294             0.997697             0.997697

1.95881             1.00013             1.00013

1.94737             1             1

2.009             1             1

2.033             1.00001             1.00001

1.91434             1.00001             1.00001

2.11685             1             1

1.95827             1             1

2.12903             1             1

2.2793             1             1

1.82711             1             1

2.09892             1             1

1.76455             1             1

2.26128             1.00001             1.00001

1.9096             1             1

2.22564             1             1

2.31536             1             1

1.93351             1             1

1.99018             1             1

2.22231             1             1

2.00084             1             1

2.08231             1             1

2.04743             0.999999             0.999999

2.2738             1             1

1.89413             1             1

2.00206             1             1

2.1512             1             1

1.97361             1             1

1.95123             1             1

2.0363             1             1

2.10795             1             1

1.99244             1             1

2.32149             1             1

1.84643             1             1

1.9779             1             1
